doc_id,doc_type,part_number,content,metadata
install_PS11739042,installation,PS11739042,Installation guide for Roper Refrigerator Lower Door Closing Cam. Difficulty: N/A. Estimated time: N/A. Video tutorial available.,"{""category"": ""refrigerator"", ""video_url"": ""https://www.youtube.com/watch?v=-FbNkD1MIpk""}"
troubleshoot_PS11739042,troubleshooting,PS11739042,"Roper Refrigerator Lower Door Closing Cam is recommended for these issues: Door won’t open or close, Clicking sound, Fridge too warm, Noisy, Door Sweating, Leaking. This is a refrigerator part from Whirlpool.","{""category"": ""refrigerator"", ""symptoms"": [""Door won\u2019t open or close"", ""Clicking sound"", ""Fridge too warm"", ""Noisy"", ""Door Sweating"", ""Leaking""]}"
product_PS884734,product,PS884734,"Roper Refrigerator Light Bulb - 40w. Brand: Whirlpool. For: Refrigerator
Range
Dryer
Wall Oven
Microwave
Freezer
Microwave Oven Combo
Range Hood
Washer
Bath & Ventilation Fan
Washer Dryer Combo
Air Conditioner
Cooktop","{""category"": ""refrigerator"", ""brand"": ""Whirlpool"", ""price"": 17.75}"
install_PS884734,installation,PS884734,Installation guide for Roper Refrigerator Light Bulb - 40w. Difficulty: N/A. Estimated time: N/A. Video tutorial available.,"{""category"": ""refrigerator"", ""video_url"": ""https://www.youtube.com/watch?v=kSohIGunxBw""}"
product_PS358591,product,PS358591,"Roper Refrigerator Replacement Ice Maker. Fixes: Ice maker not making ice, Leaking, Ice maker won’t dispense ice. Brand: Whirlpool. For: Refrigerator
Ice Maker
Wine and Beverage Cooler","{""category"": ""refrigerator"", ""brand"": ""Whirlpool"", ""price"": 118.05}"
install_PS358591,installation,PS358591,Installation guide for Roper Refrigerator Replacement Ice Maker. Difficulty: N/A. Estimated time: N/A. Video tutorial available.,"{""category"": ""refrigerator"", ""video_url"": ""https://www.youtube.com/watch?v=ECdu8xqf0Ns""}"
troubleshoot_PS358591,troubleshooting,PS358591,"Roper Refrigerator Replacement Ice Maker is recommended for these issues: Ice maker not making ice, Leaking, Ice maker won’t dispense ice, Ice maker dispenses too little ice, Ice maker dispenses too much ice, Won’t start. This is a refrigerator part from Whirlpool.","{""category"": ""refrigerator"", ""symptoms"": [""Ice maker not making ice"", ""Leaking"", ""Ice maker won\u2019t dispense ice"", ""Ice maker dispenses too little ice"", ""Ice maker dispenses too much ice"", ""Won\u2019t start""]}"
product_PS12728638,product,PS12728638,"Roper Refrigerator Door Switch. Fixes: Light not working. Brand: Whirlpool. For: Refrigerator
Freezer
Ice Maker","{""category"": ""refrigerator"", ""brand"": ""Whirlpool"", ""price"": 29.29}"
install_PS12728638,installation,PS12728638,Installation guide for Roper Refrigerator Door Switch. Difficulty: N/A. Estimated time: N/A. Video tutorial available.,"{""category"": ""refrigerator"", ""video_url"": ""https://www.youtube.com/watch?v=2juGyjXFpyk""}"
troubleshoot_PS12728638,troubleshooting,PS12728638,Roper Refrigerator Door Switch is recommended for these issues: Light not working. This is a refrigerator part from Whirlpool.,"{""category"": ""refrigerator"", ""symptoms"": [""Light not working""]}"
product_PS11752991,product,PS11752991,"Roper Refrigerator Door Cam. Fixes: Door won’t open or close, Clicking sound, Fridge too warm. Brand: Whirlpool. For: Refrigerator
Freezer","{""category"": ""refrigerator"", ""brand"": ""Whirlpool"", ""price"": 9.92}"
install_PS11752991,installation,PS11752991,Installation guide for Roper Refrigerator Door Cam. Difficulty: N/A. Estimated time: N/A. Video tutorial available.,"{""category"": ""refrigerator"", ""video_url"": ""https://www.youtube.com/watch?v=pJhRoiDHrU4""}"
troubleshoot_PS11752991,troubleshooting,PS11752991,"Roper Refrigerator Door Cam is recommended for these issues: Door won’t open or close, Clicking sound, Fridge too warm, Noisy, Door Sweating. This is a refrigerator part from Whirlpool.","{""category"": ""refrigerator"", ""symptoms"": [""Door won\u2019t open or close"", ""Clicking sound"", ""Fridge too warm"", ""Noisy"", ""Door Sweating""]}"
product_PS11757023,product,PS11757023,"Roper Refrigerator Capacitor. Fixes: Fridge too warm, Will Not Start, Fridge and Freezer are too warm. Brand: Whirlpool. For: Refrigerator
Freezer","{""category"": ""refrigerator"", ""brand"": ""Whirlpool"", ""price"": 42.83}"
install_PS11757023,installation,PS11757023,Installation guide for Roper Refrigerator Capacitor. Difficulty: N/A. Estimated time: N/A. Video tutorial available.,"{""category"": ""refrigerator"", ""video_url"": ""https://www.youtube.com/watch?v=rU2i9x9FXdQ""}"
troubleshoot_PS11757023,troubleshooting,PS11757023,"Roper Refrigerator Capacitor is recommended for these issues: Fridge too warm, Will Not Start, Fridge and Freezer are too warm, Freezer section too warm, Clicking sound, Too warm, Fridge runs too long, Noisy, Won’t start, Freezer not defrosting. This is a refrigerator part from Whirlpool.","{""category"": ""refrigerator"", ""symptoms"": [""Fridge too warm"", ""Will Not Start"", ""Fridge and Freezer are too warm"", ""Freezer section too warm"", ""Clicking sound"", ""Too warm"", ""Fridge runs too long"", ""Noisy"", ""Won\u2019t start"", ""Freezer not defrosting""]}"
product_PS3497634,product,PS3497634,"Roper Refrigerator Water Inlet Valve. Fixes: Leaking, Ice maker not making ice, Not dispensing water. Brand: Whirlpool. For: Refrigerator","{""category"": ""refrigerator"", ""brand"": ""Whirlpool"", ""price"": 76.67}"
install_PS3497634,installation,PS3497634,Installation guide for Roper Refrigerator Water Inlet Valve. Difficulty: N/A. Estimated time: N/A. Video tutorial available.,"{""category"": ""refrigerator"", ""video_url"": ""https://www.youtube.com/watch?v=eNGe_VUDIBA""}"
troubleshoot_PS3497634,troubleshooting,PS3497634,"Roper Refrigerator Water Inlet Valve is recommended for these issues: Leaking, Ice maker not making ice, Not dispensing water, Ice maker won’t dispense ice, Ice maker dispenses too little ice. This is a refrigerator part from Whirlpool.","{""category"": ""refrigerator"", ""symptoms"": [""Leaking"", ""Ice maker not making ice"", ""Not dispensing water"", ""Ice maker won\u2019t dispense ice"", ""Ice maker dispenses too little ice""]}"
product_PS4163672,product,PS4163672,Samsung Refrigerator Door Mullion Spring. Fixes: Door won’t open or close. Brand: Samsung. For: Refrigerator,"{""category"": ""refrigerator"", ""brand"": ""Samsung"", ""price"": 8.52}"
install_PS4163672,installation,PS4163672,Installation guide for Samsung Refrigerator Door Mullion Spring. Difficulty: N/A. Estimated time: N/A. Video tutorial available.,"{""category"": ""refrigerator"", ""video_url"": ""https://www.youtube.com/watch?v=UpuXX86iFAU""}"
troubleshoot_PS4163672,troubleshooting,PS4163672,Samsung Refrigerator Door Mullion Spring is recommended for these issues: Door won’t open or close. This is a refrigerator part from Samsung.,"{""category"": ""refrigerator"", ""symptoms"": [""Door won\u2019t open or close""]}"
product_PS12115595,product,PS12115595,"Samsung Refrigerator Ice Maker Assembly. Fixes: Ice maker not making ice, Ice maker won’t dispense ice. Brand: Samsung. For: Refrigerator","{""category"": ""refrigerator"", ""brand"": ""Samsung"", ""price"": 116.44}"
install_PS12115595,installation,PS12115595,Installation guide for Samsung Refrigerator Ice Maker Assembly. Difficulty: N/A. Estimated time: N/A. Video tutorial available.,"{""category"": ""refrigerator"", ""video_url"": ""https://www.youtube.com/watch?v=d6AvOkulk_g""}"
troubleshoot_PS12115595,troubleshooting,PS12115595,"Samsung Refrigerator Ice Maker Assembly is recommended for these issues: Ice maker not making ice, Ice maker won’t dispense ice. This is a refrigerator part from Samsung.","{""category"": ""refrigerator"", ""symptoms"": [""Ice maker not making ice"", ""Ice maker won\u2019t dispense ice""]}"
product_PS4163673,product,PS4163673,Samsung Refrigerator Spring Pin - French. Fixes: Door won’t open or close. Brand: Samsung. For: Refrigerator,"{""category"": ""refrigerator"", ""brand"": ""Samsung"", ""price"": 5.4}"
install_PS4163673,installation,PS4163673,Installation guide for Samsung Refrigerator Spring Pin - French. Difficulty: N/A. Estimated time: N/A. Video tutorial available.,"{""category"": ""refrigerator"", ""video_url"": ""https://www.youtube.com/watch?v=d6AvOkulk_g""}"
troubleshoot_PS4163673,troubleshooting,PS4163673,Samsung Refrigerator Spring Pin - French is recommended for these issues: Door won’t open or close. This is a refrigerator part from Samsung.,"{""category"": ""refrigerator"", ""symptoms"": [""Door won\u2019t open or close""]}"
product_PS11766800,product,PS11766800,"Samsung Refrigerator Ice Container Assembly. Fixes: Ice maker won’t dispense ice, Leaking, Ice maker not making ice. Brand: Samsung. For: Refrigerator","{""category"": ""refrigerator"", ""brand"": ""Samsung"", ""price"": 201.63}"
install_PS11766800,installation,PS11766800,Installation guide for Samsung Refrigerator Ice Container Assembly. Difficulty: N/A. Estimated time: N/A. Video tutorial available.,"{""category"": ""refrigerator"", ""video_url"": ""https://www.youtube.com/watch?v=d6AvOkulk_g""}"
troubleshoot_PS11766800,troubleshooting,PS11766800,"Samsung Refrigerator Ice Container Assembly is recommended for these issues: Ice maker won’t dispense ice, Leaking, Ice maker not making ice. This is a refrigerator part from Samsung.","{""category"": ""refrigerator"", ""symptoms"": [""Ice maker won\u2019t dispense ice"", ""Leaking"", ""Ice maker not making ice""]}"
product_PS4143931,product,PS4143931,Samsung Refrigerator Hinge. Fixes: Door won’t open or close. Brand: Samsung. For: Refrigerator,"{""category"": ""refrigerator"", ""brand"": ""Samsung"", ""price"": 7.42}"
install_PS4143931,installation,PS4143931,Installation guide for Samsung Refrigerator Hinge. Difficulty: N/A. Estimated time: N/A. Video tutorial available.,"{""category"": ""refrigerator"", ""video_url"": ""https://www.youtube.com/watch?v=NxAnUxggv_Y""}"
troubleshoot_PS4143931,troubleshooting,PS4143931,Samsung Refrigerator Hinge is recommended for these issues: Door won’t open or close. This is a refrigerator part from Samsung.,"{""category"": ""refrigerator"", ""symptoms"": [""Door won\u2019t open or close""]}"
product_PS4145262,product,PS4145262,Samsung Refrigerator Hinge. Fixes: Door won’t open or close. Brand: Samsung. For: Refrigerator,"{""category"": ""refrigerator"", ""brand"": ""Samsung"", ""price"": 12.76}"
install_PS4145262,installation,PS4145262,Installation guide for Samsung Refrigerator Hinge. Difficulty: N/A. Estimated time: N/A. Video tutorial available.,"{""category"": ""refrigerator"", ""video_url"": ""https://www.youtube.com/watch?v=d6AvOkulk_g""}"
troubleshoot_PS4145262,troubleshooting,PS4145262,Samsung Refrigerator Hinge is recommended for these issues: Door won’t open or close. This is a refrigerator part from Samsung.,"{""category"": ""refrigerator"", ""symptoms"": [""Door won\u2019t open or close""]}"
product_PS4176653,product,PS4176653,Samsung Refrigerator Door Shelf Bin (right). Brand: Samsung. For: Refrigerator,"{""category"": ""refrigerator"", ""brand"": ""Samsung"", ""price"": 142.92}"
install_PS4176653,installation,PS4176653,Installation guide for Samsung Refrigerator Door Shelf Bin (right). Difficulty: N/A. Estimated time: N/A. Video tutorial available.,"{""category"": ""refrigerator"", ""video_url"": ""https://www.youtube.com/watch?v=d6AvOkulk_g""}"
product_PS11747806,product,PS11747806,"Samsung Refrigerator Light Bulb - 120v 25w. Brand: Whirlpool. For: Refrigerator
Freezer
Microwave
Wall Oven
Dryer
Microwave Oven Combo
Range Hood","{""category"": ""refrigerator"", ""brand"": ""Whirlpool"", ""price"": 15.65}"
install_PS11747806,installation,PS11747806,Installation guide for Samsung Refrigerator Light Bulb - 120v 25w. Difficulty: N/A. Estimated time: N/A. Video tutorial available.,"{""category"": ""refrigerator"", ""video_url"": ""https://www.youtube.com/watch?v=EHiY1H9fKHE""}"
product_PS4138666,product,PS4138666,"Samsung Refrigerator Temperature Sensor. Fixes: Fridge too warm, Fridge too cold. Brand: Samsung. For: Refrigerator","{""category"": ""refrigerator"", ""brand"": ""Samsung"", ""price"": 37.31}"
install_PS4138666,installation,PS4138666,Installation guide for Samsung Refrigerator Temperature Sensor. Difficulty: N/A. Estimated time: N/A. Video tutorial available.,"{""category"": ""refrigerator"", ""video_url"": ""https://www.youtube.com/watch?v=d6AvOkulk_g""}"
troubleshoot_PS4138666,troubleshooting,PS4138666,"Samsung Refrigerator Temperature Sensor is recommended for these issues: Fridge too warm, Fridge too cold. This is a refrigerator part from Samsung.","{""category"": ""refrigerator"", ""symptoms"": [""Fridge too warm"", ""Fridge too cold""]}"
product_PS17537652,product,PS17537652,Samsung Refrigerator Water Filter. Brand: Samsung. For: Refrigerator,"{""category"": ""refrigerator"", ""brand"": ""Samsung"", ""price"": 53.9}"
install_PS17537652,installation,PS17537652,Installation guide for Samsung Refrigerator Water Filter. Difficulty: N/A. Estimated time: N/A. Video tutorial available.,"{""category"": ""refrigerator"", ""video_url"": ""https://www.youtube.com/watch?v=d6AvOkulk_g""}"
product_PS2121513,product,PS2121513,"Sharp Refrigerator Replacement Ice Maker. Fixes: Ice maker not making ice, Leaking, Ice maker won’t dispense ice. Brand: Whirlpool. For: Refrigerator
Ice Maker","{""category"": ""refrigerator"", ""brand"": ""Whirlpool"", ""price"": 95.89}"
install_PS2121513,installation,PS2121513,Installation guide for Sharp Refrigerator Replacement Ice Maker. Difficulty: N/A. Estimated time: N/A. Video tutorial available.,"{""category"": ""refrigerator"", ""video_url"": ""https://www.youtube.com/watch?v=_6xfzzeEWyw""}"
troubleshoot_PS2121513,troubleshooting,PS2121513,"Sharp Refrigerator Replacement Ice Maker is recommended for these issues: Ice maker not making ice, Leaking, Ice maker won’t dispense ice, Ice maker dispenses too much ice, Ice maker dispenses too little ice, Won’t start, Will Not Start, Noisy. This is a refrigerator part from Whirlpool.","{""category"": ""refrigerator"", ""symptoms"": [""Ice maker not making ice"", ""Leaking"", ""Ice maker won\u2019t dispense ice"", ""Ice maker dispenses too much ice"", ""Ice maker dispenses too little ice"", ""Won\u2019t start"", ""Will Not Start"", ""Noisy""]}"
product_PS884734,product,PS884734,"Sharp Refrigerator Light Bulb - 40w. Brand: Whirlpool. For: Refrigerator
Range
Dryer
Wall Oven
Microwave
Freezer
Microwave Oven Combo
Range Hood
Washer
Bath & Ventilation Fan
Washer Dryer Combo
Air Conditioner
Cooktop","{""category"": ""refrigerator"", ""brand"": ""Whirlpool"", ""price"": 17.75}"
install_PS884734,installation,PS884734,Installation guide for Sharp Refrigerator Light Bulb - 40w. Difficulty: N/A. Estimated time: N/A. Video tutorial available.,"{""category"": ""refrigerator"", ""video_url"": ""https://www.youtube.com/watch?v=kSohIGunxBw""}"
product_PS12728638,product,PS12728638,"Sharp Refrigerator Door Switch. Fixes: Light not working. Brand: Whirlpool. For: Refrigerator
Freezer
Ice Maker","{""category"": ""refrigerator"", ""brand"": ""Whirlpool"", ""price"": 29.29}"
install_PS12728638,installation,PS12728638,Installation guide for Sharp Refrigerator Door Switch. Difficulty: N/A. Estimated time: N/A. Video tutorial available.,"{""category"": ""refrigerator"", ""video_url"": ""https://www.youtube.com/watch?v=2juGyjXFpyk""}"
troubleshoot_PS12728638,troubleshooting,PS12728638,Sharp Refrigerator Door Switch is recommended for these issues: Light not working. This is a refrigerator part from Whirlpool.,"{""category"": ""refrigerator"", ""symptoms"": [""Light not working""]}"
product_PS12731166,product,PS12731166,"Sharp Refrigerator Door Switch. Fixes: Light not working, Ice maker not making ice, Not dispensing water. Brand: Whirlpool. For: Refrigerator","{""category"": ""refrigerator"", ""brand"": ""Whirlpool"", ""price"": 29.29}"
install_PS12731166,installation,PS12731166,Installation guide for Sharp Refrigerator Door Switch. Difficulty: N/A. Estimated time: N/A. Video tutorial available.,"{""category"": ""refrigerator"", ""video_url"": ""https://www.youtube.com/watch?v=S7QQ8Y97Fog""}"
troubleshoot_PS12731166,troubleshooting,PS12731166,"Sharp Refrigerator Door Switch is recommended for these issues: Light not working, Ice maker not making ice, Not dispensing water, Ice maker won’t dispense ice. This is a refrigerator part from Whirlpool.","{""category"": ""refrigerator"", ""symptoms"": [""Light not working"", ""Ice maker not making ice"", ""Not dispensing water"", ""Ice maker won\u2019t dispense ice""]}"
product_PS395284,product,PS395284,"Sharp Refrigerator Condenser Fan Motor Kit. Fixes: Fridge too warm, Freezer section too warm, Noisy. Brand: Whirlpool. For: Refrigerator
Freezer","{""category"": ""refrigerator"", ""brand"": ""Whirlpool"", ""price"": 62.15}"
install_PS395284,installation,PS395284,Installation guide for Sharp Refrigerator Condenser Fan Motor Kit. Difficulty: N/A. Estimated time: N/A. Video tutorial available.,"{""category"": ""refrigerator"", ""video_url"": ""https://www.youtube.com/watch?v=CMJ6gk4a7EY""}"
troubleshoot_PS395284,troubleshooting,PS395284,"Sharp Refrigerator Condenser Fan Motor Kit is recommended for these issues: Fridge too warm, Freezer section too warm, Noisy, Fridge runs too long, Fridge and Freezer are too warm, Will Not Start, Leaking, Too warm. This is a refrigerator part from Whirlpool.","{""category"": ""refrigerator"", ""symptoms"": [""Fridge too warm"", ""Freezer section too warm"", ""Noisy"", ""Fridge runs too long"", ""Fridge and Freezer are too warm"", ""Will Not Start"", ""Leaking"", ""Too warm""]}"
product_PS11743364,product,PS11743364,"Sharp Refrigerator Run Capacitor. Fixes: Will Not Start, Freezer section too warm, Fridge too warm. Brand: Whirlpool. For: Refrigerator","{""category"": ""refrigerator"", ""brand"": ""Whirlpool"", ""price"": 51.27}"
install_PS11743364,installation,PS11743364,Installation guide for Sharp Refrigerator Run Capacitor. Difficulty: N/A. Estimated time: N/A. Video tutorial available.,"{""category"": ""refrigerator"", ""video_url"": ""https://www.youtube.com/watch?v=Hea5QR4xn9w""}"
troubleshoot_PS11743364,troubleshooting,PS11743364,"Sharp Refrigerator Run Capacitor is recommended for these issues: Will Not Start, Freezer section too warm, Fridge too warm, Fridge and Freezer are too warm, Noisy, Clicking sound, Too warm, Fridge runs too long. This is a refrigerator part from Whirlpool.","{""category"": ""refrigerator"", ""symptoms"": [""Will Not Start"", ""Freezer section too warm"", ""Fridge too warm"", ""Fridge and Freezer are too warm"", ""Noisy"", ""Clicking sound"", ""Too warm"", ""Fridge runs too long""]}"
product_PS12712096,product,PS12712096,"Sharp Refrigerator Armshut. Fixes: Ice maker not making ice, Ice maker dispenses too much ice. Brand: Whirlpool. For: Refrigerator
Ice Maker","{""category"": ""refrigerator"", ""brand"": ""Whirlpool"", ""price"": 46.05}"
install_PS12712096,installation,PS12712096,Installation guide for Sharp Refrigerator Armshut. Difficulty: N/A. Estimated time: N/A. Video tutorial available.,"{""category"": ""refrigerator"", ""video_url"": ""https://www.youtube.com/watch?v=cs8PU6Pj1UU""}"
troubleshoot_PS12712096,troubleshooting,PS12712096,"Sharp Refrigerator Armshut is recommended for these issues: Ice maker not making ice, Ice maker dispenses too much ice. This is a refrigerator part from Whirlpool.","{""category"": ""refrigerator"", ""symptoms"": [""Ice maker not making ice"", ""Ice maker dispenses too much ice""]}"
product_PS11731356,product,PS11731356,"Sharp Refrigerator Light Bulb - 7w. Brand: Whirlpool. For: Refrigerator
Dryer
Washer Dryer Combo
Microwave","{""category"": ""refrigerator"", ""brand"": ""Whirlpool"", ""price"": 15.65}"
install_PS11731356,installation,PS11731356,Installation guide for Sharp Refrigerator Light Bulb - 7w. Difficulty: N/A. Estimated time: N/A. Video tutorial available.,"{""category"": ""refrigerator"", ""video_url"": ""https://www.youtube.com/watch?v=72qF5AVYrN8""}"
product_PS11743313,product,PS11743313,"Sharp Refrigerator Cycling Thermostat. Fixes: Ice maker not making ice, Ice maker won’t dispense ice. Brand: Whirlpool. For: Refrigerator
Ice Maker","{""category"": ""refrigerator"", ""brand"": ""Whirlpool"", ""price"": 53.8}"
install_PS11743313,installation,PS11743313,Installation guide for Sharp Refrigerator Cycling Thermostat. Difficulty: N/A. Estimated time: N/A. Video tutorial available.,"{""category"": ""refrigerator"", ""video_url"": ""https://www.youtube.com/watch?v=zf2ciaBmLAM""}"
troubleshoot_PS11743313,troubleshooting,PS11743313,"Sharp Refrigerator Cycling Thermostat is recommended for these issues: Ice maker not making ice, Ice maker won’t dispense ice. This is a refrigerator part from Whirlpool.","{""category"": ""refrigerator"", ""symptoms"": [""Ice maker not making ice"", ""Ice maker won\u2019t dispense ice""]}"
product_PS11740187,product,PS11740187,"Sharp Refrigerator Water Tube Connector/union 5/16 To. Fixes: Leaking, Not dispensing water. Brand: Whirlpool. For: Refrigerator","{""category"": ""refrigerator"", ""brand"": ""Whirlpool"", ""price"": 20.89}"
install_PS11740187,installation,PS11740187,Installation guide for Sharp Refrigerator Water Tube Connector/union 5/16 To. Difficulty: N/A. Estimated time: N/A. Video tutorial available.,"{""category"": ""refrigerator"", ""video_url"": ""https://www.youtube.com/watch?v=tliNnm4ChSg""}"
troubleshoot_PS11740187,troubleshooting,PS11740187,"Sharp Refrigerator Water Tube Connector/union 5/16 To is recommended for these issues: Leaking, Not dispensing water. This is a refrigerator part from Whirlpool.","{""category"": ""refrigerator"", ""symptoms"": [""Leaking"", ""Not dispensing water""]}"
product_PS17820336,product,PS17820336,SMEG Refrigerator Cheese/butter Shelf Cover. Brand: SMEG. For: Refrigerator,"{""category"": ""refrigerator"", ""brand"": ""SMEG"", ""price"": 16.13}"
product_PS17820154,product,PS17820154,SMEG Refrigerator Bottle Shelf. Brand: SMEG. For: Refrigerator,"{""category"": ""refrigerator"", ""brand"": ""SMEG"", ""price"": 78.01}"
product_PS17820339,product,PS17820339,SMEG Refrigerator Shelf Cover. Brand: SMEG. For: Refrigerator,"{""category"": ""refrigerator"", ""brand"": ""SMEG"", ""price"": 23.31}"
product_PS17823919,product,PS17823919,"SMEG Refrigerator Adjustable Foot. Brand: SMEG. For: Refrigerator
Range","{""category"": ""refrigerator"", ""brand"": ""SMEG"", ""price"": 5.95}"
product_PS17818707,product,PS17818707,SMEG Refrigerator Parts Of Ice Cube Box. Brand: SMEG. For: Refrigerator,"{""category"": ""refrigerator"", ""brand"": ""SMEG"", ""price"": 133.8}"
product_PS17837551,product,PS17837551,SMEG Refrigerator Door Evaporator. Brand: SMEG. For: Refrigerator,"{""category"": ""refrigerator"", ""brand"": ""SMEG"", ""price"": 70.75}"
product_PS17823498,product,PS17823498,SMEG Refrigerator Logo. Brand: SMEG. For: Refrigerator,"{""category"": ""refrigerator"", ""brand"": ""SMEG"", ""price"": 37.18}"
product_PS17822039,product,PS17822039,SMEG Refrigerator Water Valve. Brand: SMEG. For: Refrigerator,"{""category"": ""refrigerator"", ""brand"": ""SMEG"", ""price"": 84.02}"
product_PS17822281,product,PS17822281,SMEG Refrigerator Sensor Temperatures. Brand: SMEG. For: Refrigerator,"{""category"": ""refrigerator"", ""brand"": ""SMEG"", ""price"": 19.23}"
product_PS17837144,product,PS17837144,SMEG Refrigerator Control Board. Brand: SMEG. For: Refrigerator,"{""category"": ""refrigerator"", ""brand"": ""SMEG"", ""price"": 98.11}"
product_PS735091,product,PS735091,Tappan Refrigerator Door Rack. Fixes: Door won’t open or close. Brand: Frigidaire. For: Refrigerator,"{""category"": ""refrigerator"", ""brand"": ""Frigidaire"", ""price"": 37.84}"
install_PS735091,installation,PS735091,Installation guide for Tappan Refrigerator Door Rack. Difficulty: N/A. Estimated time: N/A. Video tutorial available.,"{""category"": ""refrigerator"", ""video_url"": ""https://www.youtube.com/watch?v=_DIkHXz_0oU""}"
troubleshoot_PS735091,troubleshooting,PS735091,Tappan Refrigerator Door Rack is recommended for these issues: Door won’t open or close. This is a refrigerator part from Frigidaire.,"{""category"": ""refrigerator"", ""symptoms"": [""Door won\u2019t open or close""]}"
product_PS12364147,product,PS12364147,"Tappan Refrigerator Ice Maker Assembly. Fixes: Ice maker not making ice, Ice maker won’t dispense ice, Won’t start. Brand: Frigidaire. For: Refrigerator
Freezer
Ice Maker","{""category"": ""refrigerator"", ""brand"": ""Frigidaire"", ""price"": 162.71}"
install_PS12364147,installation,PS12364147,Installation guide for Tappan Refrigerator Ice Maker Assembly. Difficulty: N/A. Estimated time: N/A. Video tutorial available.,"{""category"": ""refrigerator"", ""video_url"": ""https://www.youtube.com/watch?v=d6AvOkulk_g""}"
troubleshoot_PS12364147,troubleshooting,PS12364147,"Tappan Refrigerator Ice Maker Assembly is recommended for these issues: Ice maker not making ice, Ice maker won’t dispense ice, Won’t start, Noisy, Leaking, Clicking sound. This is a refrigerator part from Frigidaire.","{""category"": ""refrigerator"", ""symptoms"": [""Ice maker not making ice"", ""Ice maker won\u2019t dispense ice"", ""Won\u2019t start"", ""Noisy"", ""Leaking"", ""Clicking sound""]}"
product_PS12751166,product,PS12751166,"Tappan Refrigerator Light Bulb. Brand: Frigidaire. For: Refrigerator
Range
Wall Oven
Microwave Oven Combo
Microwave
Cooktop","{""category"": ""refrigerator"", ""brand"": ""Frigidaire"", ""price"": 22.69}"
install_PS12751166,installation,PS12751166,Installation guide for Tappan Refrigerator Light Bulb. Difficulty: N/A. Estimated time: N/A. Video tutorial available.,"{""category"": ""refrigerator"", ""video_url"": ""https://www.youtube.com/watch?v=7yE0ZZBNISU""}"
product_PS734991,product,PS734991,Tappan Refrigerator Door Rack - White. Brand: Frigidaire. For: Refrigerator,"{""category"": ""refrigerator"", ""brand"": ""Frigidaire"", ""price"": 19.72}"
install_PS734991,installation,PS734991,Installation guide for Tappan Refrigerator Door Rack - White. Difficulty: N/A. Estimated time: N/A. Video tutorial available.,"{""category"": ""refrigerator"", ""video_url"": ""https://www.youtube.com/watch?v=o1A-UZryOPM""}"
product_PS427922,product,PS427922,Tappan Refrigerator Door Handle. Fixes: Door won’t open or close. Brand: Frigidaire. For: Refrigerator,"{""category"": ""refrigerator"", ""brand"": ""Frigidaire"", ""price"": 15.74}"
install_PS427922,installation,PS427922,Installation guide for Tappan Refrigerator Door Handle. Difficulty: N/A. Estimated time: N/A. Video tutorial available.,"{""category"": ""refrigerator"", ""video_url"": ""https://www.youtube.com/watch?v=079K_vVSI7A""}"
troubleshoot_PS427922,troubleshooting,PS427922,Tappan Refrigerator Door Handle is recommended for these issues: Door won’t open or close. This is a refrigerator part from Frigidaire.,"{""category"": ""refrigerator"", ""symptoms"": [""Door won\u2019t open or close""]}"
product_PS422444,product,PS422444,Tappan Refrigerator Door Shelf End Cap - Left Or Right Side. Brand: Frigidaire. For: Refrigerator,"{""category"": ""refrigerator"", ""brand"": ""Frigidaire"", ""price"": 7.93}"
install_PS422444,installation,PS422444,Installation guide for Tappan Refrigerator Door Shelf End Cap - Left Or Right Side. Difficulty: N/A. Estimated time: N/A. Video tutorial available.,"{""category"": ""refrigerator"", ""video_url"": ""https://www.youtube.com/watch?v=jivKTK44sAo""}"
product_PS2350702,product,PS2350702,"Tappan Refrigerator Defrost Thermostat. Fixes: Too warm, Fridge too warm, Frost buildup. Brand: Frigidaire. For: Refrigerator
Freezer","{""category"": ""refrigerator"", ""brand"": ""Frigidaire"", ""price"": 29.87}"
install_PS2350702,installation,PS2350702,Installation guide for Tappan Refrigerator Defrost Thermostat. Difficulty: N/A. Estimated time: N/A. Video tutorial available.,"{""category"": ""refrigerator"", ""video_url"": ""https://www.youtube.com/watch?v=Hf30sB2eQOw""}"
troubleshoot_PS2350702,troubleshooting,PS2350702,"Tappan Refrigerator Defrost Thermostat is recommended for these issues: Too warm, Fridge too warm, Frost buildup, Doesn’t stop running, Freezer not defrosting, Freezer section too warm, Won’t start, Fridge runs too long, Freezer too cold, Too cold. This is a refrigerator part from Frigidaire.","{""category"": ""refrigerator"", ""symptoms"": [""Too warm"", ""Fridge too warm"", ""Frost buildup"", ""Doesn\u2019t stop running"", ""Freezer not defrosting"", ""Freezer section too warm"", ""Won\u2019t start"", ""Fridge runs too long"", ""Freezer too cold"", ""Too cold""]}"
product_PS422925,product,PS422925,Tappan Refrigerator Door Shelf End Cap - Left Or Right Side. Brand: Frigidaire. For: Refrigerator,"{""category"": ""refrigerator"", ""brand"": ""Frigidaire"", ""price"": 9.92}"
install_PS422925,installation,PS422925,Installation guide for Tappan Refrigerator Door Shelf End Cap - Left Or Right Side. Difficulty: N/A. Estimated time: N/A. Video tutorial available.,"{""category"": ""refrigerator"", ""video_url"": ""https://www.youtube.com/watch?v=OKcCClMK4Tw""}"
