part_number,name,description,category,brand,price,in_stock,specifications,image_urls,rating,reviews_count
PS8746522,Caloric Refrigerator Compressor Start Device And Capacitor,"Caloric Refrigerator Compressor Start Device And Capacitor. Fixes: Will Not Start, Fridge too warm, Fridge and Freezer are too warm. Brand: Whirlpool. For: Refrigerator
Freezer",refrigerator,Whirlpool,53.26,True,"{""mpn"": ""W10613606"", ""replace_parts"": [""AP5787784"", ""67003186"", ""67003764"", ""67005560"", ""67005561"", ""67005562"", ""8171210"", ""8208290"", ""8208368"", ""C8931605"", ""W10416065"", ""W10613606VP""], ""product_url"": ""https://www.partselect.com/PS8746522-Whirlpool-W10613606-Compressor-Start-Device-and-Capacitor.htm?SourceCode=18"", ""symptoms"": [""Will Not Start"", ""Fridge too warm"", ""Fridge and Freezer are too warm"", ""Freezer section too warm"", ""Noisy"", ""Clicking sound"", ""Too warm""]}",[],,0
PS11742474,Caloric Refrigerator Bimetal Defrost Thermostat,"Caloric Refrigerator Bimetal Defrost Thermostat. Fixes: Leaking, Freezer not defrosting, Fridge too warm. Brand: Whirlpool. For: Refrigerator
Freezer",refrigerator,Whirlpool,31.86,True,"{""mpn"": ""WP4387503"", ""replace_parts"": [""AP6009317"", ""2149641"", ""2149643"", ""2163894"", ""2172694"", ""2182380"", ""2183072"", ""2221677"", ""4343917"", ""4387503"", ""61002113"", ""R0950042"", ""WP4387503VP""], ""product_url"": ""https://www.partselect.com/PS11742474-Whirlpool-WP4387503-Refrigerator-Bimetal-Defrost-Thermostat.htm?SourceCode=18"", ""symptoms"": [""Leaking"", ""Freezer not defrosting"", ""Fridge too warm"", ""Freezer section too warm"", ""Frost buildup"", ""Freezer too cold"", ""Fridge too cold"", ""Fridge runs too long"", ""Fridge and Freezer are too warm"", ""Too warm""]}",[],,0
PS11738900,Caloric Refrigerator Door Light Switch,"Caloric Refrigerator Door Light Switch. Fixes: Light not working. Brand: Whirlpool. For: Refrigerator
Ice Maker",refrigerator,Whirlpool,39.75,True,"{""mpn"": ""WP2149705"", ""replace_parts"": [""AP6005839"", ""0311175"", ""1105461"", ""1116849"", ""1123922"", ""1123923"", ""14211289"", ""2149704"", ""2149705"", ""2219875"", ""2313410"", ""2321287"", ""99989716"", ""R0950216"", ""W10683583"", ""W11439253"", ""Y0056777"", ""Y0311175""], ""product_url"": ""https://www.partselect.com/PS11738900-Whirlpool-WP2149705-Door-Light-Switch.htm?SourceCode=18"", ""symptoms"": [""Light not working""]}",[],,0
PS11743008,Caloric Refrigerator Washer Hose Clamp,"Caloric Refrigerator Washer Hose Clamp. Fixes: Leaking. Brand: Whirlpool. For: Washer
Dishwasher
Refrigerator
Washer Dryer Combo
Canister Vacuum
Freezer
Filters & Accessories
Dehumidifier
Cabinet
Central Vacuum
Dryer
Miscellaneous
Ice Maker",refrigerator,Whirlpool,7.93,True,"{""mpn"": ""WP596669"", ""replace_parts"": [""AP6009835"", ""01-37-687"", ""113200024"", ""113200152"", ""113200392"", ""14206537"", ""16314"", ""2-11639"", ""2-14739"", ""2-1575"", ""2-16169"", ""2-2515"", ""2-985"", ""200985"", ""201575"", ""202515"", ""21002253"", ""211639"", ""214739"", ""216169 ... Show more""], ""product_url"": ""https://www.partselect.com/PS11743008-Whirlpool-WP596669-Washer-Hose-Clamp.htm?SourceCode=18"", ""symptoms"": [""Leaking""]}",[],,0
PS734935,Crosley Refrigerator Door Shelf Retainer Bar,"Crosley Refrigerator Door Shelf Retainer Bar. Fixes: Door won’t open or close, Leaking. Brand: Frigidaire. For: Refrigerator",refrigerator,Frigidaire,41.83,True,"{""mpn"": ""240534901"", ""replace_parts"": [""AP3214630"", ""948954"", ""240534901"", ""240534901""], ""product_url"": ""https://www.partselect.com/PS734935-Frigidaire-240534901-Door-Shelf-Retainer-Bar.htm?SourceCode=18"", ""symptoms"": [""Door won\u2019t open or close"", ""Leaking""]}",[],,0
PS734936,Crosley Refrigerator Door Shelf Retainer Bar,Crosley Refrigerator Door Shelf Retainer Bar. Fixes: Door won’t open or close. Brand: Frigidaire. For: Refrigerator,refrigerator,Frigidaire,19.94,True,"{""mpn"": ""240534701"", ""replace_parts"": [""AP3214631"", ""948952"", ""240534701""], ""product_url"": ""https://www.partselect.com/PS734936-Frigidaire-240534701-Door-Shelf-Retainer-Bar.htm?SourceCode=18"", ""symptoms"": [""Door won\u2019t open or close""]}",[],,0
PS429868,Crosley Refrigerator Door Shelf Retainer Bin,"Crosley Refrigerator Door Shelf Retainer Bin. Fixes: Door won’t open or close, Noisy, Touchpad does not respond. Brand: Frigidaire. For: Refrigerator",refrigerator,Frigidaire,51.8,True,"{""mpn"": ""240337901"", ""replace_parts"": [""AP2115858"", ""891047"", ""240337901"", ""240337904"", ""240337905""], ""product_url"": ""https://www.partselect.com/PS429868-Frigidaire-240337901-Refrigerator-Door-Shelf-Retainer-Bin.htm?SourceCode=18"", ""symptoms"": [""Door won\u2019t open or close"", ""Noisy"", ""Touchpad does not respond""]}",[],,0
PS2358880,Crosley Refrigerator Crisper Cover Support - Front,Crosley Refrigerator Crisper Cover Support - Front. Fixes: Door won’t open or close. Brand: Frigidaire. For: Refrigerator,refrigerator,Frigidaire,11.92,True,"{""mpn"": ""241993101"", ""replace_parts"": [""AP4427109"", ""1513082"", ""240423701"", ""7241993101""], ""product_url"": ""https://www.partselect.com/PS2358880-Frigidaire-241993101-Crisper-Cover-Support-Front.htm?SourceCode=18"", ""symptoms"": [""Door won\u2019t open or close""]}",[],,0
PS429724,Crosley Refrigerator Door Bin,"Crosley Refrigerator Door Bin. Fixes: Ice maker not making ice, Door won’t open or close, Noisy. Brand: Frigidaire. For: Refrigerator",refrigerator,Frigidaire,34.85,True,"{""mpn"": ""240323001"", ""replace_parts"": [""AP2115741"", ""890954"", ""240323001"", ""240323001"", ""240323007""], ""product_url"": ""https://www.partselect.com/PS429724-Frigidaire-240323001-Refrigerator-Door-Bin.htm?SourceCode=18"", ""symptoms"": [""Ice maker not making ice"", ""Door won\u2019t open or close"", ""Noisy"", ""Ice maker won\u2019t dispense ice"", ""Not dispensing water"", ""Touchpad does not respond"", ""Will Not Start"", ""Leaking"", ""Clicking sound""]}",[],,0
PS429871,Crosley Refrigerator Door Shelf Bin,"Crosley Refrigerator Door Shelf Bin. Fixes: Door won’t open or close, Noisy. Brand: Frigidaire. For: Refrigerator",refrigerator,Frigidaire,39.84,True,"{""mpn"": ""240338001"", ""replace_parts"": [""AP2115859"", ""891049"", ""240338001"", ""240338005""], ""product_url"": ""https://www.partselect.com/PS429871-Frigidaire-240338001-Refrigerator-Door-Shelf-Bin.htm?SourceCode=18"", ""symptoms"": [""Door won\u2019t open or close"", ""Noisy""]}",[],,0
PS11765620,Dacor Refrigerator Ice Maker Assembly,"Dacor Refrigerator Ice Maker Assembly. Fixes: Ice maker not making ice, Ice maker won’t dispense ice, Leaking. Brand: Whirlpool. For: Refrigerator",refrigerator,Whirlpool,76.93,True,"{""mpn"": ""W10884390"", ""replace_parts"": [""AP6030643"", ""W10377152"", ""W10469286"", ""W10793298"", ""WPW10377152"", ""WPW10469286""], ""product_url"": ""https://www.partselect.com/PS11765620-Whirlpool-W10884390-Refrigerator-Ice-Maker-Assembly.htm?SourceCode=18"", ""symptoms"": [""Ice maker not making ice"", ""Ice maker won\u2019t dispense ice"", ""Leaking"", ""Ice maker dispenses too much ice"", ""Won\u2019t start""]}",[],,0
PS11759515,Dacor Refrigerator Door Gasket - Gray,"Dacor Refrigerator Door Gasket - Gray. Fixes: Door Sweating, Door won’t open or close, Fridge too cold. Brand: Whirlpool. For: Refrigerator",refrigerator,Whirlpool,135.34,True,"{""mpn"": ""W10830162"", ""replace_parts"": [""AP6027233"", ""12723206AP"", ""W10179332"", ""W10179332N"", ""W10199876"", ""W10443225"", ""W10571956""], ""product_url"": ""https://www.partselect.com/PS11759515-Whirlpool-W10830162-Door-Gasket-Gray.htm?SourceCode=18"", ""symptoms"": [""Door Sweating"", ""Door won\u2019t open or close"", ""Fridge too cold"", ""Leaking"", ""Fridge too warm"", ""Fridge and Freezer are too warm""]}",[],,0
PS11723190,Dacor Refrigerator Pantry Drawer Door Cover,"Dacor Refrigerator Pantry Drawer Door Cover. Fixes: Door won’t open or close, Fridge too cold. Brand: Whirlpool. For: Refrigerator",refrigerator,Whirlpool,120.04,True,"{""mpn"": ""W10827015"", ""replace_parts"": [""AP5985816"", ""12656813"", ""12656814"", ""12656815"", ""12656816"", ""12656818"", ""67002319"", ""67002812"", ""67003170"", ""67003305"", ""67003332"", ""67003333"", ""67004643"", ""67004698"", ""67005899"", ""67005900"", ""67005903"", ""67005910"", ""67006736"", ""8171060 ... Show more""], ""product_url"": ""https://www.partselect.com/PS11723190-Whirlpool-W10827015-Refrigerator-Pantry-Drawer-Door-Cover.htm?SourceCode=18"", ""symptoms"": [""Door won\u2019t open or close"", ""Fridge too cold""]}",[],,0
PS11743502,Dacor Refrigerator Crisper Drawer,Dacor Refrigerator Crisper Drawer. Fixes: Door won’t open or close. Brand: Whirlpool. For: Refrigerator,refrigerator,Whirlpool,99.75,True,"{""mpn"": ""WP67002659"", ""replace_parts"": [""AP6010323"", ""12531105"", ""12531105SP"", ""12724110"", ""67002243"", ""67002659"", ""67004823"", ""8171053"", ""8171207""], ""product_url"": ""https://www.partselect.com/PS11743502-Whirlpool-WP67002659-Crisper-Drawer.htm?SourceCode=18"", ""symptoms"": [""Door won\u2019t open or close""]}",[],,0
PS12731166,Dacor Refrigerator Door Switch,"Dacor Refrigerator Door Switch. Fixes: Light not working, Ice maker not making ice, Not dispensing water. Brand: Whirlpool. For: Refrigerator",refrigerator,Whirlpool,29.29,True,"{""mpn"": ""W11396033"", ""replace_parts"": [""AP6973145"", ""12002646"", ""12466101"", ""12466103"", ""12466105"", ""12466105SP"", ""12466114"", ""61003254"", ""61003661"", ""61005052"", ""67005653"", ""8170842"", ""8208349"", ""C3680312"", ""W10656771"", ""W10847848"", ""W10847849"", ""WPW10656771""], ""product_url"": ""https://www.partselect.com/PS12731166-Whirlpool-W11396033-Door-Switch.htm?SourceCode=18"", ""symptoms"": [""Light not working"", ""Ice maker not making ice"", ""Not dispensing water"", ""Ice maker won\u2019t dispense ice""]}",[],,0
PS429854,Electrolux Refrigerator Crisper Pan,"Electrolux Refrigerator Crisper Pan. Fixes: Door won’t open or close, Leaking. Brand: Frigidaire. For: Refrigerator",refrigerator,Frigidaire,34.64,True,"{""mpn"": ""240337103"", ""replace_parts"": [""AP2115849"", ""891037"", ""240337103"", ""240337102"", ""240337103"", ""240337105"", ""240337107"", ""240337108"", ""240337109""], ""product_url"": ""https://www.partselect.com/PS429854-Frigidaire-240337103-Refrigerator-Crisper-Pan.htm?SourceCode=18"", ""symptoms"": [""Door won\u2019t open or close"", ""Leaking""]}",[],,0
PS16218782,Electrolux Refrigerator Water Filter,Electrolux Refrigerator Water Filter. Fixes: Ice maker not making ice. Brand: Frigidaire. For: Refrigerator,refrigerator,Frigidaire,80.32,True,"{""mpn"": ""FPPWFU01"", ""replace_parts"": [""Pushed the old filter in and it came out then I pushed in the new one.""], ""product_url"": ""https://www.partselect.com/PS16218782-Frigidaire-FPPWFU01-Refrigerator-Water-Filter.htm?SourceCode=18"", ""symptoms"": [""Ice maker not making ice""]}",[],,0
PS7784018,Electrolux Refrigerator Water Inlet Valve,"Electrolux Refrigerator Water Inlet Valve. Fixes: Leaking, Ice maker not making ice, Not dispensing water. Brand: Frigidaire. For: Refrigerator",refrigerator,Frigidaire,34.64,True,"{""mpn"": ""242252702"", ""replace_parts"": [""AP5671757"", ""2692163"", ""242252702"", ""240321801"", ""240505101"", ""240505102"", ""240508101"", ""240508102"", ""240531101"", ""241734301"", ""241734302"", ""7241734301""], ""product_url"": ""https://www.partselect.com/PS7784018-Frigidaire-242252702-Refrigerator-Water-Inlet-Valve.htm?SourceCode=18"", ""symptoms"": [""Leaking"", ""Ice maker not making ice"", ""Not dispensing water"", ""Ice maker won\u2019t dispense ice"", ""Ice maker dispenses too little ice"", ""Leaks water""]}",[],,0
PS12586284,Electrolux Refrigerator Air Filter,"Electrolux Refrigerator Air Filter. Fixes: Ice maker not making ice. Brand: Frigidaire. For: Refrigerator
Freezer",refrigerator,Frigidaire,36.85,True,"{""mpn"": ""PAULTRA2"", ""replace_parts"": [""242047805"", ""242047809"", ""PAULTRA2X""], ""product_url"": ""https://www.partselect.com/PS12586284-Frigidaire-PAULTRA2-Air-Filter.htm?SourceCode=18"", ""symptoms"": [""Ice maker not making ice""]}",[],,0
PS2358752,Electrolux Refrigerator Upper Or Lower Mullion Hinge Pin,"Electrolux Refrigerator Upper Or Lower Mullion Hinge Pin. Fixes: Door won’t open or close, Door Sweating. Brand: Frigidaire. For: Refrigerator",refrigerator,Frigidaire,25.88,True,"{""mpn"": ""241779401"", ""replace_parts"": [""AP4393564"", ""7241779401""], ""product_url"": ""https://www.partselect.com/PS2358752-Frigidaire-241779401-Upper-or-Lower-Mullion-Hinge-Pin.htm?SourceCode=18"", ""symptoms"": [""Door won\u2019t open or close"", ""Door Sweating""]}",[],,0
PS12071116,Electrolux Refrigerator Roller,Electrolux Refrigerator Roller. Fixes: Door won’t open or close. Brand: Frigidaire. For: Refrigerator,refrigerator,Frigidaire,11.92,True,"{""mpn"": ""5304508016"", ""replace_parts"": [""AP6230456""], ""product_url"": ""https://www.partselect.com/PS12071116-Frigidaire-5304508016-Refrigerator-Roller.htm?SourceCode=18"", ""symptoms"": [""Door won\u2019t open or close""]}",[],,0
PS429873,Electrolux Refrigerator Door Shelf Bin,Electrolux Refrigerator Door Shelf Bin. Fixes: Door won’t open or close. Brand: Frigidaire. For: Refrigerator,refrigerator,Frigidaire,51.74,True,"{""mpn"": ""240338101"", ""replace_parts"": [""AP2115860"", ""891051"", ""240338101"", ""240338104""], ""product_url"": ""https://www.partselect.com/PS429873-Frigidaire-240338101-Refrigerator-Door-Shelf-Bin.htm?SourceCode=18"", ""symptoms"": [""Door won\u2019t open or close""]}",[],,0
PS1993820,Electrolux Refrigerator Air Filter,"Electrolux Refrigerator Air Filter. Fixes: Fridge too warm, Ice maker not making ice, Fridge too cold. Brand: Frigidaire. For: Refrigerator
Freezer
Wine and Beverage Cooler",refrigerator,Frigidaire,35.85,True,"{""mpn"": ""EAFCBF"", ""replace_parts"": [""AP4323287"", ""1381501"", ""241754001"", ""242047801"", ""242047804"", ""242061001"", ""5304497366"", ""7241754001"", ""EAFCBFC""], ""product_url"": ""https://www.partselect.com/PS1993820-Frigidaire-EAFCBF-Air-Filter.htm?SourceCode=18"", ""symptoms"": [""Fridge too warm"", ""Ice maker not making ice"", ""Fridge too cold"", ""Noisy"", ""Leaking"", ""Ice maker dispenses too little ice""]}",[],,0
PS17216393,Norge Refrigerator 40 Watt Bulb,"Norge Refrigerator 40 Watt Bulb. Brand: Whirlpool. For: Refrigerator
Freezer",refrigerator,Whirlpool,8.36,True,"{""mpn"": ""W11679940"", ""replace_parts"": [""2252970"", ""2255743"", ""2255743N"", ""2262009"", ""2311792"", ""2386"", ""2386-1"", ""31956-1"", ""4343345"", ""4343660"", ""4390465"", ""63001035"", ""67003568"", ""67003883"", ""68001557"", ""68001575"", ""68123-1"", ""8171221"", ""8208190"", ""88008545 ... Show more""], ""product_url"": ""https://www.partselect.com/PS17216393-Whirlpool-W11679940-40-WATT-REFRIGERATOR-BULB.htm?SourceCode=18"", ""symptoms"": []}",[],,0
PS11743131,Norge Refrigerator Shelf Retainer Bar End Cap,Norge Refrigerator Shelf Retainer Bar End Cap. Brand: Whirlpool. For: Refrigerator,refrigerator,Whirlpool,16.9,True,"{""mpn"": ""WP61002112"", ""replace_parts"": [""AP6009957"", ""61001944"", ""61002112"", ""WP61002112VP""], ""product_url"": ""https://www.partselect.com/PS11743131-Whirlpool-WP61002112-Shelf-Retainer-Bar-End-Cap.htm?SourceCode=18"", ""symptoms"": []}",[],,0
PS11775297,Norge Refrigerator Door Shelf Retainer Bar,Norge Refrigerator Door Shelf Retainer Bar. Brand: Whirlpool. For: Refrigerator,refrigerator,Whirlpool,50.21,True,"{""mpn"": ""W11045462"", ""replace_parts"": [""AP6040105"", ""61001962"", ""61001963"", ""61001964"", ""61001965"", ""61002161"", ""61002162"", ""61002163"", ""61002398"", ""61002399"", ""61002400"", ""61002460"", ""61002461"", ""61002550"", ""61002551"", ""61002608"", ""61002609"", ""W11045326"", ""W11084240"", ""WP61001963 ... Show more""], ""product_url"": ""https://www.partselect.com/PS11775297-Whirlpool-W11045462-Door-Shelf-Retainer-Bar.htm?SourceCode=18"", ""symptoms"": []}",[],,0
PS11743364,Norge Refrigerator Run Capacitor,"Norge Refrigerator Run Capacitor. Fixes: Will Not Start, Freezer section too warm, Fridge too warm. Brand: Whirlpool. For: Refrigerator",refrigerator,Whirlpool,51.27,True,"{""mpn"": ""WP65889-4"", ""replace_parts"": [""AP6010187"", ""14202659"", ""14217273"", ""2252799"", ""2255130"", ""61002974"", ""61003525"", ""65889-4"", ""65889-5"", ""65889-8"", ""65922-1"", ""66121-1"", ""8170450"", ""8170462"", ""C8931604"", ""C8931608"", ""C8931610"", ""C8931612""], ""product_url"": ""https://www.partselect.com/PS11743364-Whirlpool-WP65889-4-Refrigerator-Run-Capacitor.htm?SourceCode=18"", ""symptoms"": [""Will Not Start"", ""Freezer section too warm"", ""Fridge too warm"", ""Fridge and Freezer are too warm"", ""Noisy"", ""Clicking sound"", ""Too warm"", ""Fridge runs too long""]}",[],,0
PS217532,RCA Refrigerator Light Bulb - 40w,"RCA Refrigerator Light Bulb - 40w. Brand: GE. For: Refrigerator
Range
Wall Oven
Microwave Oven Combo
Freezer
Microwave
Range Hood
Cooktop",refrigerator,GE,19.05,True,"{""mpn"": ""40A15"", ""replace_parts"": [""111257"", ""293547"", ""339665"", ""40A15-2PK"", ""40A15R"", ""40A15RVL"", ""40A15RVL1"", ""4324154"", ""4338591"", ""60A"", ""60A15RVL"", ""630610"", ""65973"", ""69651"", ""8004738"", ""8004883"", ""PM02X0001"", ""PM2X1"", ""PUR LOCAL"", ""PURLOCAL ... Show more""], ""product_url"": ""https://www.partselect.com/PS217532-GE-40A15-Light-Bulb-40W.htm?SourceCode=18"", ""symptoms"": []}",[],,0
PS1993870,RCA Refrigerator Ice Maker,"RCA Refrigerator Ice Maker. Fixes: Ice maker not making ice, Ice maker won’t dispense ice, Leaking. Brand: GE. For: Refrigerator
Freezer
Ice Maker
Wine and Beverage Cooler",refrigerator,GE,189.26,True,"{""mpn"": ""WR30X10093"", ""replace_parts"": [""AP4345120"", ""1399596"", ""WR30X10093"", ""200D1181G026"", ""66042"", ""JS2"", ""MSE1"", ""SWR29X5110"", ""SWR29X5114"", ""SWR29X5115"", ""SWR29X5119"", ""SWR29X5121"", ""SWR29X5126"", ""SWR29X5127"", ""SWR29X5128"", ""SWR29X5129"", ""SWR29X5130"", ""WR29X10001"", ""WR29X10002"", ""WR29X10080 ... Show more""], ""product_url"": ""https://www.partselect.com/PS1993870-GE-WR30X10093-Ice-Maker.htm?SourceCode=18"", ""symptoms"": [""Ice maker not making ice"", ""Ice maker won\u2019t dispense ice"", ""Leaking"", ""Ice maker dispenses too little ice"", ""Ice maker dispenses too much ice"", ""Won\u2019t start"", ""Noisy""]}",[],,0
PS890565,RCA Refrigerator Crisper Drawer Cover,RCA Refrigerator Crisper Drawer Cover. Fixes: Door won’t open or close. Brand: GE. For: Refrigerator,refrigerator,GE,64.77,True,"{""mpn"": ""WR32X10398"", ""replace_parts"": [""AP3426095"", ""1021733"", ""WR32X10398"", ""WR32X10353"", ""WR32X1083"", ""WR32X1086"", ""WR32X1094"", ""WR32X1107"", ""WR32X1122""], ""product_url"": ""https://www.partselect.com/PS890565-GE-WR32X10398-Crisper-Drawer-Cover.htm?SourceCode=18"", ""symptoms"": [""Door won\u2019t open or close""]}",[],,0
PS16554876,RCA Refrigerator Light Switch,"RCA Refrigerator Light Switch. Fixes: Light not working, Fridge too warm. Brand: GE. For: Refrigerator
Freezer
Range",refrigerator,GE,33.85,True,"{""mpn"": ""WR23X37285"", ""replace_parts"": [""18806"", ""RF-7100-067"", ""RF-7100-16"", ""RF-7100-43"", ""SWR23X0193"", ""SWR23X193"", ""WR23X0180"", ""WR23X0212"", ""WR23X0241"", ""WR23X10130"", ""WR23X10143"", ""WR23X10162"", ""WR23X10320"", ""WR23X10435"", ""WR23X10445"", ""WR23X10725"", ""WR23X164"", ""WR23X180"", ""WR23X193"", ""WR23X212 ... Show more""], ""product_url"": ""https://www.partselect.com/PS16554876-GE-WR23X37285-LIGHT-SWITCH.htm?SourceCode=18"", ""symptoms"": [""Light not working"", ""Fridge too warm""]}",[],,0
PS298977,RCA Refrigerator Door Shelf Retainer Bar End Cap - Left Or Right Side,RCA Refrigerator Door Shelf Retainer Bar End Cap - Left Or Right Side. Brand: GE. For: Refrigerator,refrigerator,GE,38.84,True,"{""mpn"": ""WR2X8345"", ""replace_parts"": [""AP2060073"", ""2343"", ""WR2X8345"", ""WR2X7617"", ""WR71X2054""], ""product_url"": ""https://www.partselect.com/PS298977-GE-WR2X8345-Door-Shelf-Retainer-Bar-End-Cap-Left-or-Right-Side.htm?SourceCode=18"", ""symptoms"": []}",[],,0
PS2359946,RCA Refrigerator Fresh Food Door Gasket - White,"RCA Refrigerator Fresh Food Door Gasket - White. Fixes: Fridge too warm, Door Sweating, Door won’t open or close. Brand: GE. For: Refrigerator",refrigerator,GE,75.08,True,"{""mpn"": ""WR24X10231"", ""replace_parts"": [""AP4413149"", ""1535749"", ""WR24X10049"", ""WR24X485"", ""WR24X518"", ""WR78X11201"", ""WR78X11203""], ""product_url"": ""https://www.partselect.com/PS2359946-GE-WR24X10231-Fresh-Food-Door-Gasket-White.htm?SourceCode=18"", ""symptoms"": [""Fridge too warm"", ""Door Sweating"", ""Door won\u2019t open or close""]}",[],,0
PS299562,RCA Refrigerator Retainer Bar End Cap - Left Or Right Side,RCA Refrigerator Retainer Bar End Cap - Left Or Right Side. Brand: GE. For: Refrigerator,refrigerator,GE,41.83,True,"{""mpn"": ""WR2X9144"", ""replace_parts"": [""AP2060697"", ""2392"", ""WR2X9144"", ""WR2X8776""], ""product_url"": ""https://www.partselect.com/PS299562-GE-WR2X9144-Retainer-Bar-End-Cap-Left-or-Right-Side.htm?SourceCode=18"", ""symptoms"": []}",[],,0
PS2364915,RCA Refrigerator Freezer Door Gasket,"RCA Refrigerator Freezer Door Gasket. Fixes: Door Sweating, Door won’t open or close, Freezer section too warm. Brand: GE. For: Refrigerator",refrigerator,GE,73.99,True,"{""mpn"": ""WR24X10228"", ""replace_parts"": [""AP4435756"", ""1535746"", ""WR24X10050"", ""WR24X484"", ""WR24X524"", ""WR78X10333"", ""WR78X10335"", ""WR78X10407"", ""WR78X10471"", ""WR78X8694""], ""product_url"": ""https://www.partselect.com/PS2364915-GE-WR24X10228-Freezer-Door-Gasket.htm?SourceCode=18"", ""symptoms"": [""Door Sweating"", ""Door won\u2019t open or close"", ""Freezer section too warm"", ""Frost buildup""]}",[],,0
PS11764031,RCA Refrigerator Run Capacitor,"RCA Refrigerator Run Capacitor. Fixes: Will Not Start, Fridge too warm, Freezer section too warm. Brand: GE. For: Refrigerator
Freezer
Range",refrigerator,GE,54.25,True,"{""mpn"": ""WR55X24064"", ""replace_parts"": [""AP6031641"", ""RF-1400-022"", ""RF-1400-07"", ""RF-1400-17"", ""WB38X10104"", ""WB38X10106"", ""WR55X20800"", ""WR55X23731"", ""WR55X30629"", ""WR62X10018"", ""WR62X10022"", ""WR62X10040"", ""WR62X10048"", ""WR62X20693"", ""WR62X79"", ""WR87X27279""], ""product_url"": ""https://www.partselect.com/PS11764031-GE-WR55X24064-Run-Capacitor.htm?SourceCode=18"", ""symptoms"": [""Will Not Start"", ""Fridge too warm"", ""Freezer section too warm"", ""Fridge and Freezer are too warm"", ""Clicking sound"", ""Noisy"", ""Too warm"", ""Fridge runs too long""]}",[],,0
PS2364916,RCA Refrigerator Fresh Food Door Gasket,RCA Refrigerator Fresh Food Door Gasket. Fixes: Fridge too warm. Brand: GE. For: Refrigerator,refrigerator,GE,75.2,True,"{""mpn"": ""WR24X10229"", ""replace_parts"": [""AP4435755"", ""1535747"", ""WR24X10051"", ""WR24X486"", ""WR78X11209""], ""product_url"": ""https://www.partselect.com/PS2364916-GE-WR24X10229-Fresh-Food-Door-Gasket.htm?SourceCode=18"", ""symptoms"": [""Fridge too warm""]}",[],,0
PS11739042,Roper Refrigerator Lower Door Closing Cam,"Roper Refrigerator Lower Door Closing Cam. Fixes: Door won’t open or close, Clicking sound, Fridge too warm. Brand: Whirlpool. For: Refrigerator",refrigerator,Whirlpool,9.92,True,"{""mpn"": ""WP2182179"", ""replace_parts"": [""AP6005980"", ""2182178"", ""2182179"", ""WP2182179VP""], ""product_url"": ""https://www.partselect.com/PS11739042-Whirlpool-WP2182179-Refrigerator-Lower-Door-Closing-Cam.htm?SourceCode=18"", ""symptoms"": [""Door won\u2019t open or close"", ""Clicking sound"", ""Fridge too warm"", ""Noisy"", ""Door Sweating"", ""Leaking""]}",[],,0
PS358591,Roper Refrigerator Replacement Ice Maker,"Roper Refrigerator Replacement Ice Maker. Fixes: Ice maker not making ice, Leaking, Ice maker won’t dispense ice. Brand: Whirlpool. For: Refrigerator
Ice Maker
Wine and Beverage Cooler",refrigerator,Whirlpool,118.05,True,"{""mpn"": ""4317943"", ""replace_parts"": [""AP2984633"", ""1857"", ""4317943"", ""4210317"", ""4211173"", ""4317943"", ""4317943R"", ""4317943VP"", ""46000978556"", ""46004211173"", ""480616"", ""480617"", ""482014"", ""482015"", ""482016"", ""482017"", ""482018"", ""482019"", ""482020"", ""482394 ... Show more""], ""product_url"": ""https://www.partselect.com/PS358591-Whirlpool-4317943-Replacement-Ice-Maker.htm?SourceCode=18"", ""symptoms"": [""Ice maker not making ice"", ""Leaking"", ""Ice maker won\u2019t dispense ice"", ""Ice maker dispenses too little ice"", ""Ice maker dispenses too much ice"", ""Won\u2019t start""]}",[],,0
PS11752991,Roper Refrigerator Door Cam,"Roper Refrigerator Door Cam. Fixes: Door won’t open or close, Clicking sound, Fridge too warm. Brand: Whirlpool. For: Refrigerator
Freezer",refrigerator,Whirlpool,9.92,True,"{""mpn"": ""WPW10329686"", ""replace_parts"": [""AP6019682"", ""111590-1"", ""1115901"", ""2155309"", ""2155310"", ""2155311"", ""2159138"", ""986759"", ""W10329686"", ""WPW10329686VP""], ""product_url"": ""https://www.partselect.com/PS11752991-Whirlpool-WPW10329686-Refrigerator-Door-Cam.htm?SourceCode=18"", ""symptoms"": [""Door won\u2019t open or close"", ""Clicking sound"", ""Fridge too warm"", ""Noisy"", ""Door Sweating""]}",[],,0
PS3497634,Roper Refrigerator Water Inlet Valve,"Roper Refrigerator Water Inlet Valve. Fixes: Leaking, Ice maker not making ice, Not dispensing water. Brand: Whirlpool. For: Refrigerator",refrigerator,Whirlpool,76.67,True,"{""mpn"": ""W10408179"", ""replace_parts"": [""AP5263471"", ""1938614"", ""W10408179"", ""2186486"", ""2188622"", ""2188708"", ""2188746"", ""2205762"", ""2255457"", ""2304757"", ""2304833"", ""2315534"", ""4389177"", ""W10408179VP""], ""product_url"": ""https://www.partselect.com/PS3497634-Whirlpool-W10408179-Water-Inlet-Valve.htm?SourceCode=18"", ""symptoms"": [""Leaking"", ""Ice maker not making ice"", ""Not dispensing water"", ""Ice maker won\u2019t dispense ice"", ""Ice maker dispenses too little ice""]}",[],,0
